global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	w_comp_cor_51	w_comp_cor_52	w_comp_cor_53	w_comp_cor_54	w_comp_cor_55	w_comp_cor_56	w_comp_cor_57	w_comp_cor_58	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
68917.40909960512	n/a	4749609277.002336	n/a	83212.45997299382	n/a	n/a	6924313494.757098	69212.08698804451	n/a	4790312985.24064	n/a	70486.77811019636	63101.00283127784	n/a	n/a	n/a	n/a	-0.0574266327	-0.024654054	-0.0782085884	0.1603850123	-0.1573185689	0.0016359831	0.0429950976	-0.0625301035	-0.0995567067	-0.1033595081	0.070922314	-0.007500475	-0.0176515611	-0.0020662666	-0.0527241475	0.0421280638	-0.1286550317	0.0815035415	-0.1309933246	0.0530214539	-0.0536546271	0.0274052609	-0.0326729925	0.0537481605	-0.0420545654	-0.0161480626	0.0152971504	-0.0512978141	0.0285678247	-0.0545590533	0.1242016634	-0.0583729496	0.0544143398	-0.0111263025	0.0329576722	-0.0283614219	0.0772479959	-0.0114346425	0.0125216189	-0.0624344286	0.0449610003	-0.1553218609	0.0159048492	0.007883018	-0.0584092932	-0.0150284421	0.0502436064	0.1325753422	-0.0019326088	-0.1291566363	0.0178332973	0.0893693451	0.0515631177	-0.0298658987	0.0221996469	-0.0304408658	0.0103926534	-0.0497786808	0.1103444422	-0.1050928101	0.0421422956	-0.0644837311	0.061165521	-0.0294930846	0.035024501	-0.0458650408	0.0020971602	-0.0662422239	0.0299547941	-0.0178582992	0.009080617	-0.1226132362	0.0275311681	-0.0077901784	0.0387444898	-0.154061893	0.0971471195	-0.0815266022	0.0565202934	-0.0286625881	0.0250560946	-0.008781619	0.0716222447	-0.0295374125	0.0143750722	-0.0785035399	0.0458468907	0.0161324382	-0.082260839	0.0981968715	-0.1133602147	0.0415892501	-0.0227665297	0.057236395	-0.0066644396	0.0153056476	-0.1194767851	0.0875083457	-0.0010271516	-0.076828258	0.1159297373	-0.0418558575	0.0445340265	-0.0091290679	-0.0730597664	0.0041982766	0.0441959325	-0.0361436395	-0.1117822256	0.0493181595	0.0626519955	-0.0203799453	0.1608592264	-0.0179826043	0.0082559947	-0.0237478356	0.0355960496	-0.0877594329	0.0165592468	-0.0123359259	0.0339526293	-0.0139936917	0.0519715692	-0.003702927	0.0030451871	-0.06574263	0.0840198386	-0.071828919	0.0167945593	-0.0811715945	0.0727393217	-0.0714758865	0.0116991714	-0.0088721985	0.0383644691	-0.0162524994	0.0483730953	-0.0379006826	0.1041300825	-0.0648381069	0.0105280055	-0.0372181157	0.1203476924	-0.1003856507	0.0503090697	-0.0543651591	0.0040286074	-0.0391620153	0.0651713092	-0.0138586636	0.0651480863	0.0688587725	-0.0841424016	0.0079255875	-0.1854550376	0.0181335572	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-2.27747e-05	n/a	n/a	5.1868696009e-10	-2.27815e-05	n/a	5.189967422499998e-10	n/a	0.00517247	n/a	n/a	2.6754445900900003e-05	-0.00033365	n/a	n/a	1.113223225e-07	0.000666937	n/a	n/a	4.4480496196900004e-07	0.000704668	n/a	n/a	4.96556990224e-07	0.0
69109.82850469963	192.419405094508	4776168395.948994	37025.22745692436	83260.01252652392	47.55255353009852	2261.2453472328853	6932229685.91692	69172.82162790009	-39.26536014441808	4784879251.965282	1541.768507270856	70500.64176631265	65662.03658892543	1.375961	20.251478	0.05345964869	0.0296896	0.0309928722	-0.0455367354	-0.1241381175	0.0871523624	-0.050095449	-0.13993132	0.0163590883	-0.1089504013	-0.1610133685	-0.0181110124	0.0757429328	0.0122494974	-0.0107031268	-0.1298444326	0.0228375369	-0.0632886785	-0.105093638	0.0457904484	-0.0153096688	-0.0547594963	0.0765183238	-0.0484733513	-0.0639911631	0.0258735568	0.0325709139	-0.1377465663	0.0115516599	-0.0130619448	0.1142232522	-0.1293039509	-0.1006154823	-0.0255279668	-0.0354732696	-0.0034246977	0.1086999636	-0.048514812	0.0071849945	-0.0705084748	-0.0005327226	-0.0543413388	-0.0076804623	-0.0823604241	-0.0540066966	-0.0486571807	0.0027747153	-0.033942397	-0.0765920537	0.0386127638	0.0762946781	0.0624059051	0.0518916183	-0.0871414091	0.0101750174	-0.0425304192	0.079023671	-0.0907411944	0.0461798885	-0.0001872059	-0.0185554523	-0.1038427253	0.0275636869	0.0314736618	-0.0466782963	0.097984666	-0.0488566183	-0.1060342704	0.0398861192	-0.0525321997	-0.0202255273	0.0393966637	0.0535735616	-0.0661436995	-0.0757261499	0.0352539631	-0.062709412	-0.0732154471	0.0653902318	-0.0295845939	-0.0625487195	0.054928652	0.0188782598	0.135805582	0.0381984052	-0.0180124112	-0.13149544	-0.0786255952	-0.0201707159	-0.1142630785	0.0204910008	0.0959638103	0.1108649538	-0.0249079631	-0.0706712166	0.0328710823	-0.0877723739	0.0140649006	0.0359990211	0.0709164307	-0.0040929463	-0.0701749268	0.0046713111	0.0234770879	0.0206498575	-0.1389422286	-0.0703440538	-0.1096367295	-0.025867083	0.1299470654	-0.0643333462	-0.1212345346	0.0520319799	-0.0247977701	0.0591791087	0.0184262374	-0.0098199281	-0.0726083556	0.0116646809	0.0407115886	-0.0038663597	0.0926477555	0.0297488549	-0.0220381191	-0.0442130079	0.0314206035	0.0255789478	0.0613067304	0.0141036747	-0.0741275056	0.1443937237	-0.0126480814	0.028185955	0.0168786021	-0.0038262517	-0.0096541833	-0.0521422708	0.0271334313	-0.0557526441	-0.1075951742	0.1110846968	-0.0372368261	-0.0025544454	-0.0926645239	0.1059996891	0.0037469843	0.0381904617	-0.0763286701	0.0675322274	-0.0095949401	0.1621742766	-0.0367903777	-0.0302865848	0.1368634602	-0.0096775621	-0.0347259589	-0.1159920005	0.0344286101	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	0.0149776	0.0150003747	0.0002250112411404	0.00022432850176	-4.12751e-06	1.865399e-05	1.7036338800099998e-11	3.4797134292010003e-10	-0.0084493999999999	-0.0136218699999999	0.0001855553422968	7.139236035999832e-05	0.0	0.00033365	1.113223225e-07	0.0	0.000773596	0.0001066589999999	1.1376142280999988e-08	5.98450771216e-07	0.000760734	5.6066000000000015e-05	3.143396356000001e-09	5.78716218756e-07	0.0
69198.26372443332	88.43521973368479	4788399702.476224	7820.788089345112	83586.58035542052	326.567828896601	106646.54687023966	6986716415.513171	69269.97713216145	97.15550426136178	4798329731.890171	9439.192008279488	70621.67299959887	65287.72852239728	1.331587	19.598379	0.08336475911	0.0541399	0.1429177921	-0.0246478022	-0.1015330956	0.0659396376	0.1375002585	-0.0259209743	0.0454519406	-0.1726104488	-0.1107036007	0.0121912405	0.0773569583	-0.0417840577	0.0534510432	-0.1186234992	-0.047848765	-0.0771900814	-0.0726814133	0.0725939053	0.0342469411	0.0153730829	0.0317055549	-0.0853493072	0.0045955617	-0.0026054277	0.0179348522	-0.0331055664	-0.0709065488	-0.005416044	-0.0089395943	-0.0889285696	-0.0208242206	0.0054001468	-0.0286927252	-0.002823415	-0.0099215413	-0.0017336223	-0.0214502024	0.0789321246	-0.0590957287	0.0324623853	0.0088663542	0.1000377174	0.0382289554	-0.0466341497	-0.0024632188	0.0055503679	0.0172914908	-0.0331312564	0.0571437287	0.0530488131	0.006483499	-0.0604436958	-0.0331896046	0.0050759142	0.0350317977	0.0389696391	0.0051813726	0.0480458679	0.0041001188	0.0126531734	-0.0456986132	0.0234368643	0.0300407151	0.0882588477	0.0436313876	0.0184474061	0.0158846674	-0.0425044638	0.0732543881	-0.0472845334	0.0488587735	-0.0356262314	-0.0215630979	-0.0379362569	-0.084332984	-0.0837530551	0.0488760711	0.0082995231	-0.0786817136	-0.014938218	0.0122444706	0.0838939012	-0.024285076	-0.0274305398	0.0332518703	-0.0097690885	-0.0059916539	-0.0618768058	-0.0568536501	0.0039049372	0.033180749	-0.0536379241	-0.0410135834	0.0415943036	0.0119683863	-0.0110888168	0.0457135918	-0.0574759633	-0.013220218	-0.0301126067	-0.0393973147	0.0332386849	-0.0188188168	0.0357203466	0.1106839766	-0.0238290361	0.0466627947	0.0769122985	-0.0068354	-0.0253028726	-0.0987247435	0.0381857978	-0.0280068965	-0.012067507	-0.063185496	0.0021413095	-0.0439937143	-0.008915014	0.0473219844	-0.0417190718	-0.0176675294	0.0323591042	0.0658532076	0.0571379349	0.0095038634	0.0589761377	0.0265402082	0.0768875657	0.0711392975	-0.0140825152	0.0768845415	0.0419224841	-0.0020314646	-0.1070938231	0.0833833282	0.065820795	-0.0871891487	-0.0302623704	0.0405848483	0.0052597108	0.0606150994	0.068132484	0.0841426321	-0.0266864656	0.0507894144	-0.0095212029	-0.0375506695	-0.1654118551	0.0342598095	0.0382729761	0.0439037148	0.1198969106	0.0526542539	-0.0082589645	-0.1504479044	-0.0811837672	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	0.0299414	0.0149638	0.0002239153104399	0.0008964874339599	0.0508651	0.05086922751	0.00258725839801	0.0025876783074641	1.13316e-05	0.0084607315999999	7.158397920723686e-05	1.2840515856e-10	0.0	0.0	0.0	0.0	0.000626147	-0.000147449	2.1741207601000004e-08	3.92060065609e-07	0.000794705	3.3971000000000045e-05	1.154028841000003e-09	6.315560370250001e-07	0.0
68884.11939569078	-314.14432874253544	4745021904.919783	98686.65928109818	83606.95892409337	20.378568672851543	415.2860611541263	6990123580.535036	69244.59025952888	-25.386872632574523	4794813280.210042	644.4933020625613	70665.34901126032	65604.20254834052	1.472419	21.671146	0.0960947396	0.0609811	0.1111759267	0.0998271036	-0.0337539082	-0.0987058303	-0.0171722482	-0.0053714492	-0.0288216606	-0.0959269951	0.0242626251	0.137126776	0.0254072064	-0.0679913603	-0.0201461893	-0.0753199802	-0.1025042643	-0.0671867453	0.0818465883	0.0148522128	0.0509137766	0.0052716587	-0.0052731376	0.0256125617	-0.0593287049	0.0025630908	0.0469566216	0.0465455922	-0.0749508487	-0.0946301889	0.065043776	0.0412525379	-0.0198234483	0.0499707306	-0.0362863576	0.0091485777	0.0041368925	-0.025081557	0.1056392187	0.1006543104	-0.0867054391	-0.0074542914	-0.0899454637	0.0501261262	0.0108067229	0.0096228899	0.0672286875	0.0449675588	-0.0649633015	0.0293197361	-0.0163515353	-0.0277263838	-0.0313055431	0.0837301492	0.0311557827	-0.0455991556	-0.0590052793	-0.1217430513	-0.0828445851	0.1086564061	0.0226621695	0.0069856878	0.0931924984	-0.0048893852	-0.009499855	-0.0540755652	0.0085274964	0.1687125995	-0.1159139442	0.0269818282	0.0473929908	-0.1250311601	0.0973435706	-0.037294866	0.0119405886	-0.1249597424	-0.0635234102	0.0444393022	-0.0339210517	0.0469897263	-0.0757597276	-0.0054343524	0.0981362572	-0.0140158204	0.0740450372	-0.0090199431	0.0349646017	0.0208166332	0.0080571681	0.0157731782	0.0149026114	0.0822436809	-0.0389407715	0.0046904095	0.0948990192	0.0185526174	-0.0088806525	0.0114159274	-0.0037806061	-0.0957728444	-0.1133717053	0.0163727208	-0.064597082	-0.0148269013	-0.0492475449	-0.043323779	0.0044023844	0.043003666	-0.0301740975	-0.0639361973	-0.0168942254	0.0569477999	0.0412326413	-0.0097599893	-0.0356752136	0.065514961	-0.0192149297	0.0391173309	-0.0038850695	-0.0025459147	0.0478338891	0.0224354572	-0.1642761682	-0.0615074932	-0.0708212727	-0.1998186196	0.0944988647	0.0440168741	-0.1077293441	0.15903093	-0.0021099722	-0.168189582	0.0171914839	-0.1065043121	-0.0269023515	0.020905939	-0.0568217229	0.1263913548	-0.0225642034	-0.0437695126	-0.0483163067	-0.00815052	0.0702855607	0.0497594495	-0.0551464424	-0.0820080156	-0.0161248874	-0.0312137593	0.039278005	-0.0538927545	0.0573763555	0.0174732733	-0.0024018774	0.1289296336	0.1311547923	-0.0466123621	-0.0091954458	-0.0563645439	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	0.0217657	-0.0081757	6.684207049000002e-05	0.00047374569649	-0.000219748	-0.051084848	4.8289183504e-08	0.0026096616951831	-0.00919641	-0.0092077416	8.478250537237055e-05	8.457395688810001e-05	0.000513678	0.000513678	2.638650876840001e-07	2.638650876840001e-07	0.000639555	1.3408000000000018e-05	1.7977446400000047e-10	4.09030598025e-07	0.000820148	2.5442999999999997e-05	6.473462489999995e-10	6.726427419040001e-07	0.0
68659.70621262274	-224.4131830680417	4714155257.203666	50361.2767347304	84190.72111304013	583.7621889467555	340778.29324390745	7088077521.533701	69076.47084517045	-168.1194143584289	4771558824.423683	28264.137484221115	70519.50593040857	64702.96347177112	1.418786	20.881769	0.1128898862	0.058232	-0.0297271972	0.0989986436	-0.0156007458	-0.0539692586	0.0839882676	0.0796479979	-0.161166311	-0.0483041526	0.0048456359	-0.0147722026	0.0081184112	-0.0795217185	0.0820034829	-0.0643222748	-0.0006791273	-0.0380230356	0.1314942336	0.029525179	0.0678963417	-0.0492787865	-0.0553117714	-0.0718638877	0.0409221664	-0.0059293595	0.0545029724	0.0165121096	0.0133911932	0.0096743924	-0.0174810098	0.0325193665	0.006832651	0.0966939319	-0.0064009804	-0.0816232558	0.0321978878	0.03380742	-0.0785067211	-0.04676897	0.0419379106	0.0500123833	0.0387874832	-0.0358646526	0.0500577507	0.0213929575	-0.0303300493	-0.0237852544	0.0416047778	-0.0463191739	0.0045608151	0.0279431604	-0.0447547126	0.0684464947	-0.0815081369	0.021795417	-0.029026743	0.063778709	-0.0822699927	0.0979046467	0.1063772742	-0.0482979214	-0.1343529814	0.1470015563	0.0673583357	-0.0248500502	0.0028755019	0.0435525527	0.0710584861	0.001238436	0.017604348	-0.1308190935	0.0168190738	-0.0904180896	0.000133542	-0.0604708182	-0.025277373	0.1645724301	-0.0219992702	-0.0701250724	-0.0686168175	-0.0199659249	-0.0099240787	0.034959633	-0.0721052281	0.0206873042	0.0480207356	0.0181664122	0.0356383157	-0.0402191785	0.0376224581	-0.0836689255	0.088179661	-0.0307099156	-0.0126688568	0.0304557633	-0.0282360583	0.0467574812	-0.0062266892	0.1018344663	0.0328667683	-0.0333059346	-0.0550128812	0.0335458911	0.0358215092	0.0597924939	0.0352222518	0.0715198726	0.0505719222	-0.0808974325	0.0966270211	0.1398173554	-0.035362475	-0.0230238059	0.0139548123	-0.0712355905	-0.0841031383	0.0915758959	0.0973671634	-0.0656973028	-0.0301422569	0.061633118	-0.1893747556	-0.0086879643	0.0952838925	0.091106448	0.0820536475	-0.0132014874	-0.109605634	-0.0041062311	0.0582465672	0.0028308554	0.0344806977	-0.044278997	0.0123978281	-0.1167342639	-0.0167228259	-0.0122470868	-0.00606236	-0.0054540715	-0.0503879121	-0.0537822736	0.0530004566	0.0612666877	-0.0850458938	0.0874011458	0.0639228161	0.0225627698	0.0262032357	0.0132883581	-0.093761752	0.093408681	-0.0047923645	0.1373271547	0.0495842082	0.0519246338	-0.0236940457	-0.0476691262	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	0.0285071	0.0067414	4.544647396000002e-05	0.00081265475041	0.0248428	0.025062548	0.00061716471184	0.0006281313122523	2.91782e-05	0.0092255882	8.511147763597925e-05	8.5136735524e-10	-0.000313431	-0.000827109	6.84109297881e-07	9.823899176100001e-08	0.000414426	-0.0002251289999999	5.0683066640999984e-08	1.71748909476e-07	0.000435179	-0.000384969	1.4820113096100005e-07	1.89380762041e-07	0.0
68357.34032359274	-302.3658890299994	4672725976.115478	91425.1308489019	82703.47170380015	-1487.249409239972	2211910.805284646	6839864231.861273	69018.45871656013	-58.012128610324	4763547643.609514	3365.407065900772	70318.6100650405	61945.49169261578	1.290782	18.997801	0.06722199863	0.0356914	-0.115121083	0.0019201077	-0.0036467161	-0.0567268111	-0.0131435504	0.1145974459	-0.0580815799	0.0549290776	-0.0379173227	-0.0286149287	0.0007866542	0.0127065106	0.0309120218	-0.110280092	0.0300814993	0.0193222824	0.0936828012	0.0122007145	-0.0497214436	0.0070045903	-0.1028708106	0.034895898	0.1149648604	-0.0826962095	-0.0263394753	0.0999521153	-0.0572869997	0.0184794838	0.0649167678	-0.0052815858	-0.0894165346	-0.030720684	0.0400563151	0.0375765927	0.0564420101	0.0970676226	0.0110935492	0.0518469601	0.0184678669	0.0098268621	-0.0056105289	-0.0335852356	0.0609249597	-0.0237115888	-0.0909857896	0.0456364639	-0.0284862244	0.0877048952	0.0173896686	-0.0673042668	0.080324003	-0.0110299709	0.0625423021	0.0304910621	0.1285992678	-0.0320559046	-0.0689125396	-0.0020734845	0.0351680008	0.0573347944	0.0076341014	-0.0420363306	0.0079609372	-0.0907065901	-0.1310402028	0.0583923042	-0.0437567892	-0.0090413906	0.0708866297	0.0363054438	0.0252626568	0.1090736403	0.1281482226	0.0182302067	0.0403086224	0.0958127168	0.0342432184	-0.0194360796	0.0336518555	-0.0474561144	0.0083701642	-0.0540342252	-0.0201042612	-0.0811115337	0.0466590091	0.1339082291	-0.0155538045	0.1054646104	-0.0022327642	0.0999344376	0.0382177016	0.0053708394	-0.0646041872	-0.052237261	-0.0022550005	-0.0367484188	-0.0215063984	0.106266408	-0.0317650207	-0.0261110209	0.0261334083	0.0384766252	0.0003904498	-0.0332379205	0.0901905929	0.0513720127	0.0618541545	-0.0077995894	-0.1133990479	-0.0299446903	0.0568024573	-0.0248059256	0.0621436064	0.0104257323	-0.051894673	0.0048560188	-0.0135922826	0.0439207594	0.0778698714	-0.077210585	0.05557514	0.0626479014	-0.0630160247	-0.0101106878	-0.002263603	-0.0195863405	-0.1705127754	-0.0022664767	-0.1032251179	-0.0160816013	-0.1231852499	-0.0446536111	-0.0139276109	0.0812060527	0.0021397534	-0.0416542742	0.0924358869	-0.0271468284	0.019122579	-0.0171205046	-0.0119969983	0.0511328027	-0.0872838359	-0.0352626947	0.04117853	-0.0340079206	-0.011708945	-0.0517903553	-0.0590939944	-0.0365337684	0.1070241282	0.0218930324	-0.007678348	-0.05501669	0.0348018744	-0.0095175537	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	0.0310195	0.0025123999999999	6.31215375999999e-06	0.0009622093802499	0.00371028	-0.02113252	1.3766177678399998e-05	0.0004465834015504	3.44957e-06	-2.572863e-05	6.619624016769e-10	1.18995331849e-11	0.0	0.000313431	9.823899176100001e-08	0.0	0.000232885	-0.000181541	3.2957134681000016e-08	5.4235423225000004e-08	0.0008112339999999	0.0003760549999999	1.414173630249248e-07	6.581006027558377e-07	0.0
68454.01312762227	96.67280402952748	4685951913.276682	9345.631038931422	82383.28334780093	-320.1883559992275	102520.58331748804	6787005375.164054	68913.31147386956	-105.14724269056752	4749044498.294561	11055.942645429102	70252.68965906269	63306.44675008533	1.340175	19.724777	0.05623428471	0.0299015	-0.114741931	-0.0346402726	-0.0034592655	-0.0299127062	-0.1634662601	-0.0270803495	-0.0283052172	0.0736945043	-0.0577841709	-0.036787315	0.0668313909	0.0937448427	0.0529309384	-0.0313068483	0.0661529081	0.0378995569	0.076202051	-0.0201835717	-0.065881822	0.0225525931	-0.1414265572	0.0079307246	0.0164120941	-0.0898489977	-0.0459254418	0.0082369686	-0.0629785665	0.0743541489	-0.0769421808	-0.0083497602	0.0965163353	-0.0115274997	-0.0552473582	0.0106927761	0.0355828365	0.0258494165	-0.0407882023	0.0659792655	0.0794161547	0.0767807248	-0.0376888797	-0.0303551189	-0.0434044562	0.0165975763	-0.0338285528	-0.0344554685	-0.0490867808	0.0838796126	0.0346674747	-0.1133798742	-0.0007676068	0.0265659946	0.0262215731	0.0112987653	0.050011847	-0.0112539031	0.0409133348	0.0550454535	-0.0963545879	0.0172783479	0.0426187804	-0.0401710663	-0.0300598923	0.0459362591	0.0403701236	-0.070101001	-0.0130042688	0.1184572392	-0.0759409698	-0.0078330245	-0.0815964567	-0.0029752981	0.0548562031	0.0546439538	0.0505089429	0.0838217316	0.0279123816	-0.0521890276	0.0559371951	-0.0969683793	-0.0273582638	-0.0154334764	-0.0012544778	-0.0452769295	-0.0506390377	0.0657895304	-0.0787147523	0.077682002	-0.1174868121	-0.0647769073	-0.0544496639	0.0336435831	0.0486054685	0.0540743266	0.0111222554	-0.0069667979	0.0986358654	0.0591718079	-0.0107408646	-0.0042854116	0.0456355825	0.0750402854	0.0474983129	-0.002643746	0.0001537056	0.0574193022	0.007327702	-0.0928624264	-0.0267715571	0.0194734936	0.0228067904	-0.0821106766	0.0227301832	0.0077823879	0.082340934	-0.1269650223	-0.0800556485	0.0819008194	0.0887227133	-0.0002903937	-0.0628772319	0.055727117	-0.0754092628	0.0001824725	-0.0283935451	0.0329559198	0.0463790865	0.0068187687	-0.0170456268	0.0902042673	-0.0361793563	-0.0008133332	-0.0039048051	-0.0042828232	-0.0084303945	-0.1121861116	-0.011631433	-0.0018490993	0.00552599	-0.0127489179	-0.0322400721	-0.0400314048	-0.0830944343	0.0420586838	0.0734111376	-0.0946391372	0.0375032525	0.1006668369	-0.0117600698	-0.0346285067	-0.0154373302	0.125400928	-0.0744945075	-0.0761652819	-0.0724365358	0.008025052	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	0.0459609	0.0149414	0.00022324543396	0.00211240432881	-0.00530925	-0.00901953	2.8188135562499995e-05	8.135192142089999e-05	-4.35514e-06	-7.80471e-06	6.091349818410001e-11	1.89672444196e-11	-0.000393918	-0.000393918	1.55171390724e-07	1.55171390724e-07	0.000484278	0.000251393	6.319844044899999e-08	2.34525181284e-07	0.0008112339999999	0.0	0.0	6.581006027558377e-07	0.0
