global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	w_comp_cor_51	w_comp_cor_52	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31
65320.09232714566	n/a	n/a	4266714461.626834	100753.38830631685	n/a	10151245255.203465	n/a	65924.49479973743	n/a	n/a	4346039014.600607	69522.71282058465	61661.06431497886	n/a	n/a	n/a	n/a	-0.0185547663	-0.0224913093	-0.085601021	0.0137206705	0.0115911526	0.024347008	-0.029863486	-0.0104865342	-0.0195207805	-0.0152896522	0.053844424	-0.0185622475	0.0545106515	-0.0017842095	0.0395037626	0.0849878099	-0.0072361406	0.0554925846	-0.0623410611	0.0123547316	-0.144210279	0.1137444266	-0.0751284542	0.0529923058	-0.0337717068	0.015066011	-0.0060939458	0.0119229781	-0.0416225471	0.0760517522	-0.0419092561	0.0708483813	-0.053509052	0.0431369636	-0.0125864401	0.0598871572	-0.0234115138	0.0328409497	-0.0114601336	0.0088415599	-0.0771513469	-0.0171288576	-0.0149122663	0.0357781789	-0.0438669003	-0.0095280281	-0.0561242298	0.0728689012	0.0007740754	0.0621068422	0.0285439934	-0.0278220887	0.0322289182	-0.0690863249	0.0304774829	-0.0302561933	0.0374096416	-0.0543207118	0.0060822497	-0.0557503281	0.041337398	-0.1263500876	-0.0048215725	-0.0405466904	0.0248510404	-0.0433136735	0.0391210783	-0.0371196639	0.0451130775	0.0047700835	-0.0888139298	0.0288594651	-0.1074991621	0.0249714746	-0.083001909	0.1130693321	-0.0058892362	0.0309722081	-0.0465474473	0.040156434	-0.0215789836	0.099358199	-0.0155215795	0.0437595946	-0.0494592218	0.1221418728	-0.0368829725	0.0024577355	-0.0297334567	0.0558855124	-0.022771458	0.002180476	0.0200503065	-0.0447921773	0.0142995669	-0.0394820626	0.0299993664	-0.0509452752	-0.0236241866	0.0122513061	0.0061881215	0.021254755	-0.0855220076	-0.0202034136	0.0218135206	-0.0725972756	0.1037586784	-0.0027140031	0.0723173901	-0.0192114491	-0.0003342371	0.0081163628	-0.0556016138	0.0048478158	-0.0276068708	0.0096333149	0.0007174482	-0.0527199417	0.026624189	-0.02366863	0.0283211967	-0.0760064924	0.0235653834	-0.0605924906	0.0992359406	-0.0169987444	0.0009941384	-0.0665073046	0.0149724647	-0.0213312508	0.0165659029	0.0241125315	-0.0336665835	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	-0.0169625	n/a	n/a	0.0002877264062499	-0.0183352	n/a	0.00033617955904	n/a	0.000209432	n/a	n/a	4.3861762624e-08	0.00162823	n/a	2.6511329329e-06	n/a	-5.3092e-05	n/a	2.818760464e-09	n/a	0.000627213	n/a	3.933961473689999e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65378.15266224224	58.06033509657573	3371.002511526663	4274302845.527452	100992.86200701872	239.47370070187023	10199558176.368725	57347.65332784894	65872.25587820678	-52.23892153064662	2728.904922685055	4339154094.483948	69435.93266521516	62812.81686343953	1.103394	23.437099	0.084105168	0.0514118	-0.0082163526	0.0020754831	-0.0126931583	0.0729982819	0.0104320741	0.0337676756	0.0031871277	-0.0492074453	-0.0073661526	-0.0071802369	0.0115005521	0.0197042422	0.0211163115	-0.0093399808	0.0084240159	0.0150134711	0.028087848	0.0696398299	-0.0489018678	-0.0231144697	-0.0114793499	0.0134824632	0.0073163439	0.0987540824	-0.0338751669	-0.0678294519	0.0557943527	0.0687266272	-0.0186038406	0.0714112925	-0.0217149156	-0.0304707792	-0.010990585	-0.0053185195	0.0430682162	-0.081911896	0.0015736885	0.0006358723	0.0165549405	-0.0051649402	0.0450051465	-0.0213158006	0.0421010419	0.0645468824	-0.0152336837	0.0909949254	0.1009570807	0.0219898946	-0.0326385323	0.0859604387	0.0505667909	0.0770421878	0.0485156716	0.0120228278	0.0720529809	-0.0770791337	0.0126492703	0.0013627831	0.0325189235	-0.0765969069	-0.1557450722	0.0206805522	0.0022679257	0.0020225878	0.0042026724	-0.010064518	0.0260617405	-0.0071113528	0.0553639783	-0.0366359159	-0.0146628918	0.011276202	-0.0455034638	0.0577825412	0.0021784671	0.0568951792	0.0439076472	0.0415034724	0.0202919465	0.0457633999	0.040666254	0.0458022043	0.0366941527	0.0218320606	0.0433496684	0.069556559	-0.0442208592	-0.0019460478	-0.1049633059	-0.060945749	0.0058559863	0.011694015	-0.0363911253	0.030282024	0.0052702396	0.0415254775	-0.0288018281	0.0212184046	-0.0601810765	0.0748789321	-0.0015259953	-0.0869795446	-0.0263367378	-0.02128712	-0.0782209762	-0.0243410789	0.0173018053	0.0175578796	0.0688183115	-0.0075696718	-0.0049804008	-0.0437448871	-0.0379077698	-0.0232037621	-0.0521379137	-0.0205665388	0.014117936	-0.0564724957	0.0434524981	-0.0396468282	-0.0130591171	-0.0627639121	-0.0005558454	-0.010578328	0.0141168425	-0.0091763438	0.0129998304	-0.0133720254	0.0358961706	0.0031911613	-0.0724737241	0.009270389	-0.0223762573	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	-0.00395405	0.0130084499999999	0.0001692197714024	1.5634511402499998e-05	-0.0116141	0.0067210999999999	0.00013488731881	4.517318520999999e-05	0.037795	0.037585568	0.0014126749218826	0.001428462025	0.00121449	-0.00041374	1.4749859600999998e-06	1.711807876000001e-07	-0.0	5.3092e-05	0.0	2.818760464e-09	0.000558244	-6.8969e-05	3.11636363536e-07	4.756722960999999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65369.13466933692	-9.01799290531926	81.32419604038853	4273123767.417906	100830.57451119652	-162.2874958221946	10166804756.257954	26337.231300238836	65871.11081697658	-1.1450612301996443	1.311165220906323	4339003240.262409	69453.4263395716	61952.06507142615	0.956553	20.318054	0.0574989823	0.0340885	-0.0166894945	0.0042928288	0.0006785638	0.0486708991	-0.0008333101	0.0356822924	-0.013908732	-0.0540438448	-0.0296339249	0.0137928857	0.016726962	0.0234612134	-0.0183065567	0.0207517721	-0.0108093674	-0.0618397444	-0.0625309463	0.0527425464	0.0242816427	-0.0484444549	0.0847030747	0.0265830056	0.006150947	-0.0283509995	0.0606085164	-0.0918632984	0.0714465014	0.0354905854	-0.0079398183	0.1223438691	0.1050322958	-0.0137591805	0.035894872	0.0338350326	0.0159779215	-0.0307302082	-0.0200272264	-0.1055758622	0.1087901647	-0.0376002825	0.0750777267	-0.0024093353	-0.1755681769	0.1073315938	0.0036091251	0.0715556655	-0.027274651	-0.0662887081	-0.0121707644	-0.0057504789	0.0355127735	-0.0349280952	-0.0681990747	-0.0043785598	-0.0346383192	0.0367139359	0.0262493462	-0.0238164926	-0.0711076823	-0.0141866456	-0.1178709625	0.0334698187	0.0179789125	-0.0092370028	-0.0132695999	-0.0088836424	-0.0192526028	0.0285873828	0.065035324	-0.0663102313	-0.0002390794	0.0421226525	0.036274633	-0.0544607308	0.0248817383	-0.0254847836	-0.0104224595	-0.0245684297	0.124467589	0.0451576873	-0.0670408018	0.0294636829	-0.0085195059	-0.041720417	0.0635329115	0.0709550272	-0.0327673572	0.0329341363	-0.0454475209	-0.0744785876	-0.1243457546	0.048130253	-0.0950950619	-0.0165069375	0.0439359631	0.0736228793	-0.033786656	-0.0321544142	0.0532028446	0.0191259075	-0.0252239483	-0.031794687	0.0425490453	0.0374749038	-0.0062947121	0.028228704	-0.0652847593	0.0798657762	0.0114389466	-0.0098517212	-0.0101994286	0.0047760673	-0.0433973924	0.0348477314	-0.0280627103	-0.0209337012	-0.0300773622	-0.0527276022	0.0189039951	-0.0312879339	-0.0351813103	-0.0205676324	0.0341457297	-0.0283626049	0.0549402938	0.0172099185	0.0441381118	-0.0666684149	0.0735842879	-0.0278156115	-0.0128735645	0.0310319301	-0.0290419747	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	-2.57677e-05	0.0039282823	1.543140182849329e-05	6.639743632900001e-10	-0.0243074	-0.0126933	0.00059084969476	0.00016111986489	0.0263645	-0.0114305	0.00013065633025	0.00069508686025	0.00166639	0.0004519	2.7768556321e-06	2.042136100000001e-07	-0.0	0.0	0.0	0.0	0.000695282	0.000137038	4.834170595239999e-07	1.8779413444000008e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65375.09805344586	5.963384108938044	35.561950030734785	4273903445.49766	101111.07507520054	280.5005640040181	10223449502.86284	78680.56640657225	65794.38959732266	-76.72121965391852	5886.145545184814	4328901702.484281	69327.25562123783	62151.82690641676	0.887625	18.853951	0.0580116290999999	0.0390052	-0.0112106397	0.021428461	0.0527725885	0.0182002167	0.0106328129	0.0320821715	-0.0047908584	-0.0349359227	-0.0273947178	0.0158876948	0.0045737041	0.0432285137	0.0666843962	0.0203048234	0.0014451895	-0.0530729823	-0.0849066561	0.0294627596	-0.02491109	0.0035051916	0.0091236682	-0.0132010659	0.0189924959	-0.0847278159	-0.0198116912	-0.014129072	-0.0281638497	-0.1203325315	-0.0307603762	-0.007405136	-0.0653841856	-0.0507403717	-0.0266592632	-0.033892868	-0.0006575452	0.0316968319	-0.0619985268	0.0207384358	-0.0271162217	-0.0117936441	0.0186683101	0.1182891839	-0.0550841103	0.1614266877	-0.0263499367	0.0294339953	0.0149673577	-0.0732511078	-0.011882163	-0.0077979149	-0.0669120682	0.0439257186	-0.0154555632	-0.0076666963	-0.029419377	-0.0213565766	-0.0518743104	-0.0091514408	-0.0195880826	0.0147074236	-0.0300461661	0.0076890026	0.0070233321	0.0147076355	-0.0149380917	-0.0405915838	0.0610225384	0.0003435612	0.0027234278	-0.0017999002	0.014120102	0.0505618307	0.0443872549	-0.0791001293	-0.0031752116	-0.0577010096	0.0105680642	0.0345795955	0.0661339258	0.0027772428	-0.0163253972	-0.0371240744	-0.1058826346	-0.0505332737	-0.0473244566	0.0019516861	0.0244767757	-0.0268132782	-0.0124904557	0.0684879743	-0.0682584222	0.0302458216	-0.0194898298	0.0512493178	0.0928399419	-0.0211106201	0.0876383117	-0.0471381096	0.0592082159	0.0985949069	0.1082112465	-0.0994376789	0.0942476735	-0.0016356144	0.0173402933	0.0698662968	-0.0224349903	0.0509488661	0.0021150997	-0.0074722176	-0.0011110519	-0.0458842813	-0.0416104193	-0.005215212	-0.0597672379	0.0084560558	-0.001483472	-0.0237268939	0.0207042913	-0.0106735821	-0.0488210628	-0.0079016093	0.0241563016	0.0083491287	-0.0049934173	0.0346447829	0.0338128078	-0.0216669881	0.0645211127	-0.0195328452	-0.0545596526	0.0295588098	0.0093840799	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	3.22314e-05	5.79991e-05	3.36389560081e-09	1.0388631459599999e-09	0.00808183	0.03238923	6.53159761489e-05	0.0010490622199929	0.0284224	0.0020579	4.234952410000006e-06	0.00080783282176	0.00132086	-0.0003455299999999	1.7446711396000005e-06	1.1939098089999998e-07	-1.05879e-22	-1.05879e-22	1.1210362640999999e-44	1.1210362640999999e-44	0.000570682	-0.0001246	3.25677945124e-07	1.552516e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65304.9954305301	-70.10262291575782	4914.377739668934	4264742428.181557	100796.89831216578	-314.1767630347604	10160014709.353088	98707.03843099996	65901.12271866392	106.73312134125445	11391.959191246946	4342957975.580401	69337.20328909451	61196.26665455974	0.873032	18.543989	0.044745461208679	0.0332328	-0.0100189842	0.0098406231	0.0510517621	-0.0195201792	0.0156569193	0.0100698455	-0.013940063	-0.0187993387	-0.0363156674	-0.0161543288	0.0337651703	0.0154283894	0.0225462617	-0.0117948167	0.030051875	-0.0681310392	-0.0251018965	-0.0652922047	-0.0043673762	-0.0585859658	0.0286687433	-0.0854677879	0.0222362668	0.0021471021	0.0304204816	0.0957526048	-0.0130703304	0.0064250446	0.029369541	-0.0234040656	0.056473972	0.0430945173	-0.0142199963	0.0167365478	-0.0362968957	0.0384045241	0.024777259	0.0706399366	0.0044929692	0.0222406639	0.0401074032	-0.0080396873	-0.0134207016	-0.0204053026	-0.050572209	-0.0896627635	0.0309993041	-0.0545419398	0.0454087535	-0.0427649856	-0.027986329	0.043824366	-0.1259341593	0.0688628624	-0.0807485877	-0.0454459923	-0.0692995469	-0.0883115902	0.0433376382	0.0325731512	0.0063621484	0.0238341385	-0.0136913619	-0.0108123066	-0.0013882398	-0.0427141267	0.032592651	0.0438037133	-0.0142930435	0.0068578925	0.0284245374	-0.0118596904	0.0752765707	-0.0605088496	0.0423474156	-0.041263126	0.0486203056	-0.0037528729	-0.0139924334	-0.0277795747	-0.0292428573	-0.0522041918	-0.0130106591	0.0099956207	-0.0292634824	-0.0604916958	-0.0323319288	-0.0945820826	0.1530556494	0.0254028192	0.0003980766	0.074258787	0.0424433542	0.0108373342	0.0612214935	0.0433670673	0.059245619	0.0651095115	0.0727658242	-0.0737533008	0.0573360008	0.0515954407	-0.0094392129	0.009131415	0.05940173	0.108693105	-0.0209144499	-0.0149359562	-0.0105353683	-0.0022857053	-0.0150859888	-0.0016743162	-0.0317862626	0.0318065784	0.011087111	-0.0123593394	-0.0674206488	-0.0469360667	0.0244701431	0.035376502	-0.0744246307	0.0301148661	-0.0075128519	0.0190357416	0.0513017758	0.0407094703	0.021867947	-0.008918626	0.0831467156	-0.050466926	-0.0291942375	0.0166938975	0.0137696935	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	1.91321e-10	-3.2231208679e-05	1.038850812909245e-09	3.6603725041e-20	0.0038134	-0.00426843	1.454201956e-05	1.82194946649e-05	0.0284042	-1.8199999999999467e-05	3.3123999999998055e-10	0.00080679857764	0.00155871	0.0002378499999999	2.4295768641e-06	5.657262249999999e-08	-0.0	1.05879e-22	0.0	1.1210362640999999e-44	0.0	-0.000570682	0.0	3.25677945124e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65265.77650488845	-39.21892564165319	1538.124128485522	4259621582.786049	100466.14411346926	-330.7541986965225	10093446113.028374	109398.33995537867	65857.56005455837	-43.56266410554235	1897.705703972308	4337218216.339763	69385.11123807314	61803.77303966737	0.876325	18.613932	0.069892169808679	0.0407543	-0.0142668775	0.0087392832	0.059824686	-0.0610683543	-0.014515377	0.0133101557	-0.0069997712	-0.0199424292	-0.0199948016	0.0076361266	0.0528700503	0.0140911593	-0.1181046669	0.0216264885	0.0276847594	0.0473783898	-0.0065064438	-0.0230315482	-0.0206300981	0.1005664074	0.0562823751	0.032133125	-0.0625556318	0.0262981172	-0.028704264	0.0444043541	-0.067665852	-0.0169680756	-0.0035230474	-0.027809635	0.0210839644	0.1378483774	0.0622024615	0.0551730099	-0.0192852491	-0.0101547551	0.1029166684	0.0085827085	0.0461361615	0.1046271524	0.051813814	-0.038922619	0.0142517497	0.0026971261	0.0099768583	-0.0537464245	-0.0604148272	-0.0078471488	0.0431398033	0.027797842	0.0251173186	-0.0553560263	0.1067182309	0.0559374675	-0.1086485717	0.0427282367	-0.0616258663	0.0945133393	-0.0224505303	-0.0436782139	0.0315112063	-0.0230450949	0.0125384439	-0.038855442	-0.0198336613	-0.021224808	-0.106326953	0.0553934922	-0.0047711923	0.0964086078	0.018945635	-0.0201726433	0.0021012101	0.0158025637	0.0055830646	-0.0505448568	-0.049425768	0.0329250031	-0.0814938144	0.064932323	-0.0286010996	0.0496760195	0.0188551817	-0.0266618789	-0.0425377573	0.0717221711	-0.0051785694	0.0676156378	0.1257101432	0.0080532982	0.0020364917	-0.0210351139	-0.0114268506	-0.0663790505	-0.0075766735	0.0716669622	0.0017950189	0.0649244063	0.0543036717	-0.0333291056	-0.1098823635	0.0775320469	0.0017878591	-0.0802607904	-0.0089085764	0.0335917191	0.0084975788	-0.080723475	-0.0086467352	-0.0154470648	-0.0134140913	-0.0165975212	-0.0311607505	0.0121869839	-0.0353036755	0.057846279	-0.0157370671	0.0150968521	0.0089616074	0.082191458	-0.0460615704	-0.0145046037	0.0366757801	0.0343171953	0.0112256384	0.0406779392	0.041491984	0.032695035	-0.028305863	-0.0066437465	0.0022557551	0.0108319724	-0.0294705748	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	0.00207342	0.002073419808679	4.299069703022461e-06	4.299070496399999e-06	0.0143887	0.0105753	0.00020703468769	0.00011183697009	-0.0064975	-0.0349017	0.00121812866289	4.221750625e-05	0.00155871	0.0	2.4295768641e-06	0.0	0.000143928	0.000143928	2.0715269184e-08	2.0715269184e-08	0.000302907	0.000302907	9.1752650649e-08	9.1752650649e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65205.944501777296	-59.8320031111507	3579.8685962927466	4251815198.3688607	100959.42924883022	493.2851353609585	10192806354.249554	243330.2247680792	65827.88768993199	-29.672364626385388	880.4492225211669	4333310797.718299	69385.02297323258	61529.8209060691	0.907326	19.272425	0.0671774662	0.0406109	-0.0160794071	-0.013201993	0.0281522082	-0.0877801267	-0.011277048	0.0321542005	0.0857267156	0.0051391219	0.0380887519	0.0011932091	0.0341565128	-0.0021632373	-0.0184229167	-0.0196879029	-0.0276900625	0.0135045239	0.0037973102	-0.0680375375	-0.0769257398	0.0633274633	0.0225604089	0.0509935739	0.033516431	-0.0301174679	0.0181415808	-0.0024600602	-0.0506600673	0.0098868279	0.0392841127	-0.0184896623	-0.045964763	0.0516110579	0.0214748191	-0.0398499293	0.0133188412	0.1150669914	-0.0093492865	-0.0147540135	-0.0485815694	0.0754551722	0.030836798	-0.0253586531	-0.0341777192	-0.0217021187	-0.047459661	0.038013823	-0.0437830655	0.0081613185	-0.049940748	-0.0008630712	-0.0223713797	-0.0801028576	-0.0582310831	-0.0283253266	0.0009995369	0.0830829193	-0.0943955048	0.0378515604	0.0620470427	-0.0740800676	0.0309778891	0.0809087722	-0.0041337363	-0.0287335044	-0.017944349	-0.0259673101	-0.0245279786	-0.0250026565	-0.0471857524	0.0647791879	0.0372653545	0.0485145827	-0.0163434702	0.0124991929	0.0114987044	0.0081674994	0.0010772671	-0.0181067179	-0.065632099	-0.0008061239	-0.0312276564	0.0576586417	-0.0561494746	-0.1075152546	-0.0654961783	-0.07909888	-0.0380315725	-0.0035973332	0.0698090255	0.0365386801	0.001440133	-0.0337289169	-0.0184812659	-0.0622749093	-0.0715157042	0.0469206986	0.001414214	-0.0461717109	-0.0075041596	-0.1522397534	0.0148843205	-0.0597538465	-0.001093019	-0.0036322196	0.0220356286	0.0150236385	0.0007396246	-0.0026184842	-0.0878214885	-0.003923186	-0.0148362682	-0.0033439025	-0.0304361541	0.0166489103	0.0398501192	-0.0112712882	-0.0361798661	-0.0321878205	0.0366232469	0.1092312218	-0.020152996	0.0043433308	-0.0093599232	0.0318536862	0.0690197365	0.024267518	0.0073551846	0.0150129768	0.0620463498	-0.0188737489	-0.0186489784	0.0220631626	-0.0160454561	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	5.04038e-05	-0.0020230162	4.09259454546244e-06	2.54054305444e-09	0.0156509	0.0012621999999999	0.0002449506708099	1.593148839999995e-06	0.0266293	0.0331268	0.00109738487824	0.00070911961849	0.00145566	-0.00010305	2.1189460356e-06	1.0619302500000033e-08	-0.0	-0.000143928	0.0	2.0715269184e-08	0.000671238	0.000368331	4.50560452644e-07	1.35667725561e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65139.630346457554	-66.31415531974199	4397.567195770865	4243171441.673134	100917.4667446524	-41.96250417781994	10184335094.158022	1760.8517568735558	65789.09896371384	-38.78872621814662	1504.565281626335	4328205542.457334	69356.27931488537	61589.87781062037	0.8754739999999999	18.595858	0.0642084897	0.0329204	-0.0122804871	-0.0156465895	-0.0050903015	-0.0852905771	-0.040595281	0.0511169269	0.0781386168	0.0115039495	0.0426249643	0.0408392875	0.0428633849	0.0569721779	-0.0739280403	0.0115947411	0.0179506856	-0.0151905653	-0.0269549095	-0.0749508598	0.0778933514	0.0296028252	-0.0518640602	0.0087357156	0.1092056013	0.0035827905	-0.0381509177	-0.0003446601	-0.119948551	-0.0701324662	-0.047560197	-0.1223980001	0.0450711477	-0.0309269239	0.1040780197	-0.0294227815	0.0341620079	0.0287303151	0.0835250826	-0.0057353523	0.0163371399	0.0600628382	-0.190840036	0.0017102606	-0.013623955	-0.0860267365	0.0928105134	0.0130635233	-0.0854575225	-0.0383128043	0.0290556014	-0.0518957554	-0.0310276565	0.0041921488	-0.0672173788	-0.0041724192	-0.0681472649	-0.0603713259	0.0496120469	0.0341464214	-0.0350610032	0.0039423686	-0.0314177688	0.0284474454	0.0322806505	-0.0155065909	-0.0599627617	-0.0324181546	-0.0700003639	0.0161998471	0.0028273906	0.0733106952	0.0258165154	0.0277726104	0.0380949	-0.0147727794	-0.0096746515	0.0391055346	-0.0514710817	-0.0118840737	-0.023933258	-0.0943411125	0.0756802262	-0.0932859877	-0.0022340223	-0.0951436638	-0.0291938379	-0.0729412868	0.1697224688	0.0174252657	0.0470195531	-0.0477445794	0.0536555968	0.0153276269	0.0535382696	-0.0325651206	-0.1402378261	-0.0566978027	0.0507840161	0.0175925687	0.0613911221	0.0200948235	-0.0267401626	0.0302024005	0.0291423825	0.0211313219	0.0754259109	-0.0121307731	-0.0012250066	0.0245762912	-0.0619514293	-0.0094630777	-0.0097949579	-0.0082640032	-0.0268191932	0.0179183667	-0.0028394201	0.0313903982	0.0295968893	-0.0191902026	0.0277216768	0.1107579818	0.0028286618	-0.0695502475	0.0129247581	0.0214627927	0.0321582475	0.0333100736	0.0269457321	0.0307674917	0.0098079678	0.0264333889	-0.00982521	-0.0179619668	0.0200475948	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	4.46741e-05	-5.7297e-06	3.282946209e-11	1.99577521081e-09	0.00265978	-0.0129911199999999	7.0744296484e-06	0.0001687691988543	0.00142436	-0.02520494	0.0006352890004036	2.0288014096e-06	0.00140952	-4.613999999999985e-05	1.9867466304e-06	2.128899599999986e-09	-0.000268303	-0.000268303	7.198649980900002e-08	7.198649980900002e-08	0.000465547	-0.0002056909999999	2.1673400920900005e-07	4.2308787481e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
